"name","product_url","price","availability","score","region","processing","drying","arrival","packaging","farm","cultivar","grade","roast","weight","type","flavor_floral","flavor_honey","flavor_sugars","flavor_caramel","flavor_fruits","flavor_citrus","flavor_berry","flavor_cocoa","flavor_nuts","flavor_rustic","flavor_spice","flavor_body","cup_dry_fragrance","cup_wet_aroma","cup_brightness","cup_flavor","cup_body","cup_finish","cup_sweetness","cup_clean_cup","cup_complexity","cup_uniformity","short_desc","product_img","cupping_thumb","flavor_thumb"
"Java Sunda Wet Hulled Pasir Ciparay","https://www.sweetmarias.com/java-sunda-wet-hulled-pasir-ciparay-7521.html","$7.20","In stock","86.5","Pasir Ciparay, Ciwidey","Wet Hulled (Giling Basah)","Patio Sun-Dried","March 2023 Arrival","GrainPro Liner","Yes","Ateng, Typica","Grade 1","City+ to Full City+","","Farm Gate","0","0","3.5","0","1.5","1","0","4","0","3.5","2","4.5","7.7","8.3","8.2","8.2","9.3","8","8.6","7.5","9.2","8","Medium roasts put a spotlight on thick, bittersweet low tones, and complex herbal accents. It's like dark chocolate interspersed with hints of pine oil, clove, mint, and even a little rhubarb. City+ to Full City+. Good for espresso.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/j/a/java-sunda-ciwidey-sweet-marias-green-coffee--3.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_4__2_22.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_3__4_1.png"
"Sulawesi Wet Hulled Benteng Alla","https://www.sweetmarias.com/sulawesi-wet-hulled-enrekang-alla-7525.html","$6.95","In stock","86","Benteng Alla Utara","Wet Hulled (Giling Basah)","Covered Sun-Dried","March 2023 Arrival","GrainPro Liner","Yes","Typica, S-795","Grade 1","Full City to French","","Farm Gate","0","0","2.5","0","0","0","0","4.5","0","3","0","4.5","7.8","8.3","7.5","8.2","9.5","7.8","7.9","7.5","9","8.5","Body and bittersweetness are two standout qualities, both impenetrably dense, and dark. Low-toned, mild acidity, inky dark cocoa, earthy cacao, hints of tarragon, marjoram, tobacco, and cedar. Full City to French.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/s/u/sulawesi-green-coffee-benteng-alla-utara-3.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_4__3_7.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_5__1_29.png"
"Sumatra Aceh Simpang Teritit","https://www.sweetmarias.com/sumatra-aceh-simpang-teritit-7380.html","$6.95","In stock","86.2","Simpang Teratit, Aceh","Wet Hulled (Giling Basah)","Patio Sun-Dried","September 2022 Arrival","GrainPro Liner","Yes","Ateng, Jember, Tim Tim","Grade 1","Full City to French","","Farm Gate","0","0","2","2.5","1","0","0","4.5","2","3.5","2.5","5","7.7","8.2","7","8.3","9.5","7.5","8","7.5","9.5","8","This is a deep, bass-note coffee, with low acidity, undertones of cocoa, oaky/earthy notes, hints of tobacco, barley, pepper cask, and peat. Medium and dark roasts highly recommended! Full City to French. Good for espresso.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/s/u/sumatra-coffee-aceh-timtim-1_3.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_5__1_26.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_4__3_4.png"
"Sumatra Anaerobic Kerinci Robusta","https://www.sweetmarias.com/sumatra-anaerobic-kerinci-robusta-7528.html","$6.05","In stock","86.3","Kerinci, Jambi Province","Anaerobic-Dry Process Method","Raised Bed Sun Dried","March 2023 Arrival","GrainPro Liner","Yes","Robusta","Grade 1","City+ to French","","Farm Gate","0","0","1","1","1","0","1","5","2","4","2","5","7","7.3","6","8.2","10","7","7.3","7","10","8.5","Robusta is shockingly bitter, but this anaerobic lot has a mild sweetness wrapped within the intense unsweetened cocoa core, with hints of rustic fruit, leather, toasted grains, and dried herbs. Low toned, without acidity, and body is a perfect 10. City+ to French.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/s/u/sumatra-sweet-marias-kerinci-pendekar-anaerobic-robusta-4_1.jpg","",""
"Sumatra Honey Process Kerinci Pendekar","https://www.sweetmarias.com/sumatra-honey-process-kerinci-pendekar-7372.html","$7.65","In stock","87.6","Kerinci, Jambi Province","Honey Process","Raised Bed Sun-Dried","September 2022 Arrival","GrainPro Liner","Yes","Typica, Jember, S-795, Lini-S","Grade 1","City+ to Full City+","","Farm Gate","0","2","3.5","2","2","2","1","3.5","0","2.5","2","4","8.5","8.7","8.4","8.8","9.1","8.3","8.7","7.9","9","8.2","An herbal sweetness breaks through bittersweet low tones, with aromatic thyme atop notes of coconut palm sugar, barley malt, apple butter, and an orange oil note that brings bittering-bright contrast. City+ to Full City+. Good for espresso.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/s/u/sumatra-sweet-marias-barokah-cooperative-kerinci-1_1.jpg","",""
"Sumatra Lintong Sigumpar Village","https://www.sweetmarias.com/sumatra-lintong-sigumpar-village-7379.html","$7.50","In stock","86.1","Humbang Hasunduntan Sub-district, North Sumatra","Wet Hulled (Giling Basah)","Covered Sun-dried","September 2022 Arrival","GrainPro Liner","Yes","Lasuna, Onan Ganjang, Jember, Sigarar Utang","Grade 1","City+ to Full City+","","Farm Gate","0","0","3","0","0","0","0","5","0","3","1.5","5","8","8.3","7.5","8.3","9.8","7.6","8.2","7.5","8.7","8.2","This earth-toned Sumatra is a low acid cup with massive body, and pronounced bittersweetness. Notes of palm sugar, tobacco, shiso leaf, aromatic cedar, and dark cocoa. City+ to Full City+. Good for espresso.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/s/u/sumatra-sweet-marias-green-coffee-lintong-nihuta-toba-17_1.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_2__2_36.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_3__3_21.png"
"Sumatra Wet Process Kerinci Pendekar","https://www.sweetmarias.com/sumatra-wet-process-kerinci-pendekar-7371.html","$7.40","In stock","87.3","Gunung Tujuh, Kerinci, Jambi Province","Wet Processed (Washed)","Patio Sun-Dried","September 2022 Arrival","GrainPro Liner","Yes","Ateng, Jember, Tim Tim, Typica","Grade 1","City to Full City","","Farm Gate","0","0","3.5","2.5","1","1","0","4","0","0.5","1","3.5","8.5","8.6","8.5","8.7","8.7","8.5","8.6","8.5","8.7","8.5","Foundation of burned sugar and toffee, with notes of pumpkin pie, sweetened condensed milk, basil, chocolate bittersweets, and acidic impression atypical of Sumatran coffee. City to Full City. Good for espresso.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/s/u/sumatra-sweet-marias-barokah-cooperative-kerinci-8_1.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_2__2_40.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_3__4_2.png"
"Timor Leste Dry Process Lekisala","https://www.sweetmarias.com/timor-leste-dry-process-lekisala.html","$7.35","In stock","87","Lekisala, Suca Eraulo, Ermera District","Dry Process (Natural)","Patio Sun-Dried","March 2023 Arrival","GrainPro Liner","","Timor Hybrid, Typica","Grade 1","City+ to Full City+","","","0","0","3.5","0","3","0","2","3.5","0","2.5","0","4","8.5","8.7","8.5","8.6","8.8","8.3","8.5","8","8.9","8.2","Fruited at a wide range of roasts, notes of dried banana and cooked berry, sweeteness has a hint of rustic palm sugar that lends an earth-toned flavor to the cup, and some aromatic cedar in the finish. City+ to Full City+.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/t/i/timor-leste-sweet-marias-green-coffee-lekisala-eraulo-4_1.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_2__2_39.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_3__3_24.png"
"Timor Leste Dukurai Daurfusu","https://www.sweetmarias.com/timor-leste-dukurai-daurfusu-7539.html","$7.15","In stock","86.5","Dukurai Village, Letefoho","Wet Process (Washed)","Patio Sun-Dried","March 2023 Arrival","GrainPro Liner","Yes","Timor Hybrid, Typica","Grade 1","City+ to Full City+","","Farm Gate","0","0","2.5","2","0","0","0","3.5","2.5","1","1","3.5","8.2","8.3","8.2","8.4","8.5","8.3","8.3","8.3","8","8.5","Crowd pleasing flavors of caramel and cocoa, hints of macadamia, dried herbs, flourless torte, roasted cacao nibs, and chocolate covered nut. Great dark roast option. City+ to Full City+. Good for espresso.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/t/i/timor-leste-sweet-marias-green-coffee-3.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_11_20.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_1__11_20.png"
"Timor Leste Nautuda","https://www.sweetmarias.com/timor-leste-nautuda-7541.html","$6.95","In stock","85.8","Lekisala, Ermera Ditrict","Wet Process (Washed)","Patio Sun-Dried","March 2023 Arrival","GrainPro Liner","Yes","Timor Hybrid, Typica","Grade 1","City+ to French","","Farm Gate","0","0","2.5","0","0","0","0","4.5","2.5","1.5","0","4","8.2","8.4","7.5","8.3","9.2","7.8","8.2","8.2","7.5","8.5","Low-toned cup, with flavor that occupies the ""Chocolatey"" slice of the flavor wheel. Walnut brownie, dark chocolate-covered almond, rustic cocoa, and roasted peanut. City+ to French. Good for espresso.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/t/i/timor-leste-sweet-marias-green-coffee-1.jpg","",""
"Papua New Guinea Korgua AA","https://www.sweetmarias.com/papua-new-guinea-korgua-aa-7437.html","$6.85","In stock","87.8","Nebilyer Valley District, Central Highlands","Wet Process (Washed)","Patio Sun-Dried","November 2022 Arrival","GrainPro Liner","","Arusha, Bourbon, Typica","AA","City to Full City","","Farm Gate","0","0","3.5","0","2.5","2","0","3","0","2","2","3.5","8.8","8.9","8.7","8.8","8.5","8.2","8.5","8","8.9","8.5","Korgua brews a cup with complex sweetness of rustic sugars, and expands to include hints of plum tea, tamarind, dried apricot, and a nice acidic impression that is backed by an orange peel note. City to Full City.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/p/a/papua-new-guinea-sweet-marias-green-coffe-5_3.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_2__2_42.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_3__4_4.png"
"Papua New Guinea Kuta Waghi","https://www.sweetmarias.com/papua-new-guinea-kuta-waghi-7436.html","$6.80","In stock","87","Waghi Valley","Wet Process (Washed)","Patio Sun-Dried","November 2022 Arrival","GrainPro Liner","","Arusha, Bourbon, Typica","A/X","City to Full City","","","0","2","3","1.5","1.5","0","0","2.5","0","0","1","3.5","8.5","8.7","8.5","8.6","8.5","8.4","8.6","8.5","8.7","8.5","This fresh arrival from Kuta Waghi shows simple syrup, honey, understated fruit notes like red raisin, and dried persimmon, along with tannic tea, and cocoa. Moderate acidity, without any sharpness. City to Full City.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/p/a/papua-new-guinea-sweet-marias-green-coffe-2.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_-_2023-02-01t085101.209.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_-_2023-02-01t085105.094.png"
"Brazil Bahia Viviana Aparecida","https://www.sweetmarias.com/brazil-bahia-viviana-aparecida-7454.html","$7.05","In stock","87.8","Licinio de Almeida - Bahia, Planalto","Dry Process (Natural)","Patio Sun-Dried","December 2022 Arrival","Ecotact Liner","","Catuai","Estate","City to Full City","","","0","0","3","0","3","0","3","2.5","0","2.5","0","4","8.3","8.6","8.5","8.8","9","8.2","8.4","7.8","9","8.2","Outlier fruit flavors cause this Brazilian coffee to stand out. Green melon and plum notes have a winey ripeness behind them, as well as supportive sweetness, and flashes of acidity help keep rustic accents in check. City to Full City.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/b/r/brazil-sweet-marias-viviana-aparecida-1.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_-_2023-02-03t084531.330.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_-_2023-02-03t084534.372.png"
"Brazil Dry Process Fazenda Furnas","https://www.sweetmarias.com/brazil-dry-process-fazenda-furnas-7476.html","$6.27","In stock","86.7","Pedralva, Minas Gerais","Dry Process (Natural)","Patio Sun-Dried","January 2023 Arrival","Ecotact Liner","","Yellow Bourbon","Estate","City+ to Full City+","","Farm Gate","0","0","3","2.5","2","0","1","4","2","1.5","0","4","8","8.4","8","8.3","9","8","8.3","8.2","8.5","8.5","An incredibly bodied coffee with rustic notes of molasses and barley malt, hints of fruit and nuts, banana bread, dried peach, prune, and bittersweetness that never lets up. City+ to Full City+. Good for espresso and blending.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/b/r/brazil-carmo-coffee-pedralva-1_8.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_2__2_48.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_3__4_10.png"
"Brazil Dry Process Irmas Pereira","https://www.sweetmarias.com/brazil-dry-process-irmas-pereira-7475.html","$6.12","In stock","86.4","Carmo de Minas, Minas Gerais","Dry Process (Natural)","Patio Sun-Dried","January 2023 Arrival","Ecotact Liner","Yes","Yellow Bourbon","Estate","City to Full City+","","Farm Gate","0","0","2.5","0","1.5","0","1.5","4","2.5","0","0","4","7.9","8.4","8.2","8.3","8.8","8","8.3","8.3","8.5","8.2","From light to dark, mild dried fruit notes add to a savory-sweet cup, with hints of molasses bread and hazelnut, as well as pungent roast flavors at the darker end of that spectrum. City to Full City+. Good for espresso.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/b/r/brazil-sweet-marias-coffee-carmo-de-minas-3.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_4__2_20.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_5__1_21.png"
"Brazil Dry Process Pedra Branca","https://www.sweetmarias.com/brazil-dry-process-pedra-branca-7472.html","$6.70","In stock","86.5","Pedralva, Minas Gerais","Dry Process (Natural)","Patio Sun-Dried","January 2023 Arrival","GrainPro Liner","Yes","Yellow Bourbon","Estate","City+ to Full City+","","Farm Gate","0","0","3","2","1","0","0","4","2","1.5","1","4","8.3","8.5","7.7","8.5","9","8.4","8.5","8.2","8.2","8.2","Pedra Branca always tops our list of Brazilian coffees for dual use. Burnt sugars, robust bittersweetness, hints of cinnamon, cacao, and a subtle fruit note marks the aroma. City+ to Full City+. Good for espresso.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/b/r/brazil-carmo-de-minas-sweet-marias-yellow-bourbon-1_4.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_2__2_35.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_3__3_20.png"
"Brazil Pulp Natural Fazenda Sertao","https://www.sweetmarias.com/brazil-pulp-natural-fazenda-sertao-7471.html","$6.55","In stock","86.2","Carmo de Minas","Pulp Natural","Patio Sun-Dried","January 2023 Arrival","Ecotact Liner","Yes","Yellow Bourbon","Estate","City+ to Full City+","","Farm Gate","0","0","3","1","0","0","0","4","2","0","0","4","8.2","8.4","7.5","8.4","9","8","8.3","8.4","7.8","8.2","Approachable coffee, marked with bittersweet core flavors, body, and low level of acidity. Unrefined sugars, layered cocoa bittersweetness, almond milk, and sugar-glazed nuts. City+ to Full City+. Good for espresso.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/b/r/brazil-carmo-de-minas-fazenda-do-sertao-coffee-farm-2_1.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_11_9.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_1__11_9.png"
"Colombia Cajamarca Neftali Castro","https://www.sweetmarias.com/colombia-cajamarca-neftali-castro-7555.html","$7.10","In stock","87","Cajamarca, Tolima","Wet Process (Washed)","Covered Sun-Dried","April 2023 Arrival","GrainPro Liner","Yes","Caturra, Variedad Colombia, Typica","Estate","City to Full City+","","Farm Gate","0.5","3","2.5","3","1.5","0","0","3.5","1","0","0","4","8.5","8.7","8.5","8.7","9","8.5","8.7","8.5","8.6","8.3","The cup sweetness is rooted in caramel and honey flavors at City roast level, shifting to sweetened dark chocolate bar at Full City. Top notes range from red honey, Turkish delights, and yellow apple. City to Full City+. Good for epresso.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/c/o/colombia-sweet-marias-cajamarca-neftali-castro-4.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_2__2_49.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_3__4_11.png"
"Colombia Cresta El Hato","https://www.sweetmarias.com/colombia-cresta-el-hato-7558.html","$7.20","In stock","87","Inza, Cauca & La Plata, Huila","Wet Process (Washed)","Covered Sun-Dried","April 2023 Arrival","GrainPro Liner","Yes","Caturra, Variedad Colombia, Typica","Estate","City to Full City+","","Farm Gate","0","0","3.5","1.5","1.5","0.5","0","3.5","0","0.5","2","4","8.5","8.7","8.5","8.7","9","8.3","8.7","8.4","8.7","8.5","Focused core sweetness in the cup, with notes of panela raw sugars, baking spice hints, red apple, and a nice malic acidic impression. Bittersweet possibilities when roasted dark. City to Full City+. Good for espresso.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/c/o/colombia-sweet-marias-inza-coffee-el-hato_1.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_4__3_5.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_5__1_27.png"
"Colombia Inza Antonia Oidor","https://www.sweetmarias.com/colombia-inza-antonia-oidor-7552.html","$7.90","In stock","88.5","San Antonio, Inza, Cauca","Wet Process (Washed)","Covered Sun-Dried","April 2023 Arrival","GrainPro Liner","Yes","Bourbon, Caturra, Castillo","Estate","City to Full City","","Farm Gate","1","2.5","4","2","1.5","1.5","2","3.5","0","0","0","4","8.7","8.8","8.6","9","9","8.6","9","8.5","8.8","8.5","Aromatic sweetness and hints of fruit at a range of roast levels. Notes of sugar cane juice, apple tea, golden plum, and bergamot. Bittersweet with darker development, and hints of juicy grape, and dark berries. City to Full City.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/c/o/colombia-sweet-marias-inza-cauca-coffee-pergamino-5_1_1.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_11__34.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_12__1_26.png"
"Colombia Inza Vereda San Antonio","https://www.sweetmarias.com/colombia-inza-vereda-san-antonio-7554.html","$7.20","In stock","87.2","Vereda San Antonio, Inza, Cauca","Wet Process (Washed)","Covered Sun-Dried","April 2023 Arrival","GrainPro Liner","Yes","Bourbon, Caturra, Typica, Variedad Colombia","Estate","City to Full City+","","Farm Gate","0","3","3.5","2","1","1","1","3.5","0","0","0","4","8.5","8.8","8.6","8.7","9","8.5","8.7","8.5","8.7","8.2","Sweet all along the roast spectrum, with notes of brown sugars, dark honey, cinnamon-laced caramels, vanilla, dark chocolates, and fruited accents of apple, raisin, and candied orange. City to Full City+.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/c/o/colombia-sweet-marias-inza-san-antonio-cauca-coffee-1_2.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_2__2_47.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_3__4_9.png"
"Colombia Inza Veredas Vecinas","https://www.sweetmarias.com/colombia-inza-veredas-vecinas-7562.html","$6.65","In stock","86.9","Inza, Cauca","Wet Process (Washed)","Covered Sun-Dried","April 2023 Arrival","GrainPro Liner","Yes","Bourbon, Caturra, Typica, Variedad Colombia","Estate","City to Full City+","","Farm Gate","0","0","3.5","2.5","1","1","0","3.5","1","0","0","4","8.5","8.6","8.4","8.5","9","8.5","8.6","8.5","8.3","8.5","Impressive cup sweetness and body, molasses and brown sugar accents, pistachio torrone, pecan caramel, and tea-like tannic acidity. Dark roasts boost deep chocolate low tones perfect for brew or espresso. City to Full City+. Good for espresso.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/c/o/colombia-sweet-marias-inza-cauca-coffee-shrub-flower-2_4.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_2__2_44.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_3__4_6.png"
"Colombia Los Naranjos Heirloom Caturra","https://www.sweetmarias.com/colombia-los-naranjos-heirloom-caturra-7559.html","$8.15","In stock","89","San Isidro, Santa Barbara, Antioquia","Wet Process (Washed)","Covered Sun-Dried","April 2023 Arrival","GrainPro Liner","Yes","Caturra Chiroso","Estate","City to Full City","","Farm Gate","0.5","2.5","3","0","3","2","2","1","0","0","2","4","8.8","9","8.7","9","9","9","9","9","9","8.5","Juicy and sweet, this heirloom lot conjures bright notes of mandarin and tangerine, a spritz of lemon, dark currant, raspberry herbal tea, and yellow cherry. Acidity falls somewhere between citric and malic. City to Full City.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/c/o/colombia-sweet-marias-antioquia-lomaverde-1.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_2__2_50.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_3__4_12.png"
"Colombia Tolima Edward Sandoval Heirloom Bourbon","https://www.sweetmarias.com/colombia-tolima-edward-sandoval-heirloom-bourbon-7564.html","","","90.1","Santa Isabel, Tolima","Wet Process (Washed)","Covered Sun-Dried","April 2023 Arrival","Nitrogen Flushed Vacuum Packs","Yes","Bourbon Chiroso","Estate","City to City+ - light roasts highlight the aromatic cup characteristics","","Farm Gate","1","0","4","0","2.5","0","1","0.5","0","0","2.5","4","9","9","8.8","9","8.8","8.8","9.2","9","9","9","A competition-level heirloom Bourbon (""Chiroso"") in limited quantity. Aromatic sweetness,  refined fruits, and sparkling acidity, floral raw sugars, apple, Bartlett pear, white grape, cinnamon-apple tea. City to City+.*limited to 1# per customer","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/c/o/colombia-tolima-catna-ranas-edward-sandoval-2_1.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_4__3_6.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_5__1_28.png"
"Peru El Diamante Roger Chilcon","https://www.sweetmarias.com/peru-el-diamante-roger-chilcon-7470.html","$7.65","In stock","87.4","El Diamante, San Jose de Lourdes","Wet Process (Washed)","Patio Sun-Dried","December 2022 Arrival","GrainPro Liner","Yes","Red and Yellow Caturra","SHB","City to Full City+ - very versatile coffee","","Farm Gate","0","2","3.5","2","1.5","0","0","3.5","1.5","0","2","4","8.5","8.7","8.6","8.7","9","8.6","8.7","8.5","8.6","8.5","Focused sweetness of minimally-processed sugars both raw and caramelized, with accents of black currant, raisin, and spiced cider offering subtle contrast. Super versatile in the roaster. City to Full City+. Good for espresso.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/p/e/peru-sweet-marias-green-coffee-10_1.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_-_2023-02-03t084807.371.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_-_2023-02-03t084810.455.png"
"Peru Organic Comite San Ignacio","https://www.sweetmarias.com/peru-organic-comite-san-ignacio-7459.html","$7.24","In stock","86.5","San Ignacio","Wet Process (Washed)","Patio Sun-Dried","December 2022 Arrival","GrainPro Liner","","Catuai, Caturra, Pache, Catimor, Typica, Bourbon","SHB","City to Full City+","","Organic/Fair Trade Cert.","0","0","3","2","0.5","0","0","4","2","0","0","4","8.3","8.6","8.2","8.5","8.8","8.4","8.5","8.5","8.2","8.5","Balanced crowd-pleasing flavors, round body, a core of bittersweet chocolate, accented by molasses and torched sugars, and lower acidity that I appreciate in this context. City+ to Full City+. Good for espresso.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/p/e/peru-sweet-marias-coffee-jaen-huabal-3.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_-_2023-01-20t101226.388.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_-_2023-01-20t101229.779.png"
